REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
National,X,2013,44,6316,4.63901203293224,0,0,26,88,136,43,0
National,X,2013,45,6945,5.75953923686105,0,0,29,157,171,43,0
National,X,2013,46,7203,7.19144800777454,0,0,21,272,188,37,0
National,X,2013,47,7839,9.14657481821661,0,0,22,425,213,57,0
National,X,2013,48,7433,12.0812592492937,0,0,29,496,331,42,0
National,X,2013,49,10169,18.2318812075917,0,0,34,1023,728,69,0
National,X,2013,50,10837,20.7898864999539,0,0,56,1324,821,52,0
National,X,2013,51,14015,28.219764537995,0,0,51,2231,1606,67,0
National,X,2013,52,15748,31.0706121412243,0,0,47,3004,1749,93,0
National,X,2014,1,17779,29.1748692277406,0,0,84,3477,1538,88,0
National,X,2014,2,18253,27.7050347888018,0,0,106,3544,1316,91,0
National,X,2014,3,17480,26.7734553775744,0,0,126,3263,1160,131,0
National,X,2014,4,16468,24.3016759776536,0,0,132,2643,1042,185,0
National,X,2014,5,14618,20.4542345054043,0,0,94,1945,776,175,0
National,X,2014,6,12995,19.0611773759138,0,0,130,1571,557,219,0
National,X,2014,7,11892,16.405987218298,0,0,102,1133,489,227,0
National,X,2014,8,11127,13.6424912375303,0,0,93,840,337,248,0
National,X,2014,9,10252,11.8806086617245,0,0,102,581,261,274,0
National,X,2014,10,9441,10.8357165554496,0,0,102,413,207,301,0
National,X,2014,11,8922,11.0513337816633,0,0,138,351,163,334,0
National,X,2014,12,8216,12.5365141187926,0,0,164,212,190,464,0
National,X,2014,13,7905,13.3206831119545,0,0,184,156,188,525,0
National,X,2014,14,7531,14.5133448413225,0,0,236,116,146,595,0
National,X,2014,15,7179,14.9603008775595,0,0,227,55,168,624,0
National,X,2014,16,6648,13.7184115523466,0,0,222,36,138,516,0
National,X,2014,17,6317,13.0441665347475,0,0,191,35,129,469,0
National,X,2014,18,5865,12.6513213981245,0,0,151,13,131,447,0
National,X,2014,19,5436,10.9823399558499,0,0,130,9,104,354,0
National,X,2014,20,5315,10.3668861712135,0,0,119,8,102,322,0
National,X,2014,21,4833,8.42127043244362,0,0,105,4,62,236,0
National,X,2014,22,4757,8.8921589236914,0,0,115,3,80,225,0
National,X,2014,23,4310,7.21577726218097,0,0,97,3,51,160,0
National,X,2014,24,4140,7.10144927536232,0,0,101,3,50,140,0
National,X,2014,25,3877,5.88083569770441,0,0,69,3,43,113,0
National,X,2014,26,3434,5.06697728596389,0,0,45,1,28,100,0
National,X,2014,27,3144,5.02544529262086,0,0,47,2,26,83,0
National,X,2014,28,3057,5.00490677134446,0,0,55,3,29,66,0
National,X,2014,29,3188,3.79548306148055,0,0,41,0,19,61,0
National,X,2014,30,3127,3.74160537256156,0,0,37,2,28,50,0
National,X,2014,31,2939,3.6406941136441,0,0,53,2,25,27,0
National,X,2014,32,2973,2.95997309115372,0,0,44,5,15,23,1
National,X,2014,33,3270,3.42507645259939,0,0,54,1,21,36,0
National,X,2014,34,3339,3.29439952081462,0,0,45,3,19,42,1
National,X,2014,35,3973,3.42310596526554,0,0,62,6,26,42,0
National,X,2014,36,4227,2.76792051100071,0,0,44,7,32,34,0
National,X,2014,37,5324,2.46055597295267,0,0,66,1,33,31,0
National,X,2014,38,5681,3.01003344481605,0,0,81,6,31,53,0
National,X,2014,39,5905,3.45469940728196,0,0,87,1,51,65,0
National,X,2014,40,9427,3.23538771613451,0,0,96,2,99,108,0
National,X,2014,41,10856,3.97936624907885,0,0,121,6,145,160,0
National,X,2014,42,11415,5.01095050372317,0,0,217,7,186,161,1
National,X,2014,43,11094,4.82242653686678,0,0,203,5,201,126,0
National,X,2014,44,11326,6.33939607981635,0,0,282,4,298,134,0
National,X,2014,45,12568,8.96721833227244,0,0,468,6,499,154,0
National,X,2014,46,13429,10.1273363616055,0,0,578,8,628,146,0
National,X,2014,47,15856,14.5560040363269,0,0,912,5,1231,160,0
National,X,2014,48,18162,19.2985354035899,0,0,1425,8,1870,202,0
National,X,2014,49,22271,22.5899151362759,0,0,2345,11,2432,243,0
National,X,2014,50,28231,27.5158513690624,0,0,3505,9,3943,311,0
National,X,2014,51,35202,30.4897449008579,0,0,4455,15,5943,320,0
National,X,2014,52,39434,31.4424101029568,0,0,4464,14,7550,371,0
National,X,2014,53,36897,25.8123966718161,0,0,3705,8,5433,378,0
National,X,2015,1,33261,21.821352334566,0,0,3155,7,3781,315,0
National,X,2015,2,26205,19.4771990078229,0,0,1821,3,2976,304,0
